"","Family_Income","Degree"
"1240",41667,"High School"
"1241",60185,"High School"
"1242",60185,"High School"
"1244",69444,"Lt High School"
"1245",41667,"Lt High School"
"1246",33333,"Lt High School"
"1247",41667,"Lt High School"
"1248",3704,"High School"
"1249",83333,"High School"
"1250",18519,"Bachelor"
"1251",25926,"High School"
"1252",25926,"High School"
"1253",50926,"High School"
"1254",50926,"High School"
"1255",83333,"Bachelor"
"1256",25926,"High School"
"1257",41667,"Bachelor"
"1258",11111,"Lt High School"
"1259",11111,"Lt High School"
"1260",18519,"Lt High School"
"1262",3704,"Lt High School"
"1263",3704,"Lt High School"
"1268",50926,"High School"
"1269",50926,"High School"
"1271",60185,"Lt High School"
"1272",50926,"High School"
"1274",83333,"High School"
"1275",33333,"High School"
"1276",3704,"Lt High School"
"1277",41667,"High School"
"1278",18519,"High School"
"1279",50926,"High School"
"1280",41667,"High School"
"1281",25926,"Lt High School"
"1282",25926,"Lt High School"
"1283",130356,"High School"
"1286",33333,"Junior College"
"1287",41667,"High School"
"1288",41667,"High School"
"1289",33333,"Lt High School"
"1290",33333,"Bachelor"
"1291",50926,"Junior College"
"1292",25926,"High School"
"1293",101852,"High School"
"1294",41667,"High School"
"1295",41667,"High School"
"1297",60185,"High School"
"1298",50926,"High School"
"1299",69444,"Lt High School"
"1300",50926,"High School"
"1301",41667,"High School"
"1302",25926,"Bachelor"
"1303",25926,"High School"
"1304",33333,"High School"
"1305",41667,"High School"
"1306",60185,"High School"
"1307",101852,"Bachelor"
"1308",83333,"Junior College"
"1309",11111,"Lt High School"
"1310",11111,"High School"
"1311",50926,"High School"
"1313",69444,"Lt High School"
"1314",11111,"High School"
"1316",25926,"Lt High School"
"1317",11111,"Lt High School"
"1318",18519,"Lt High School"
"1320",41667,"High School"
"1323",69444,"High School"
"1324",101852,"High School"
"1325",18519,"High School"
"1327",41667,"Lt High School"
"1328",11111,"High School"
"1329",3704,"Lt High School"
"1330",18519,"Lt High School"
"1331",3704,"Lt High School"
"1333",11111,"Lt High School"
"1334",3704,"Lt High School"
"1335",3704,"Lt High School"
"1336",11111,"Lt High School"
"1337",3704,"Lt High School"
"1338",41667,"High School"
"1339",3704,"Lt High School"
"1340",18519,"Lt High School"
"1341",3704,"Lt High School"
"1342",3704,"Lt High School"
"1344",60185,"Lt High School"
"1345",50926,"Lt High School"
"1346",83333,"High School"
"1347",50926,"High School"
"1348",11111,"Lt High School"
"1349",11111,"Lt High School"
"1350",18519,"High School"
"1351",50926,"Lt High School"
"1352",33333,"High School"
"1354",3704,"Lt High School"
"1355",50926,"High School"
"1356",3704,"High School"
"1357",3704,"High School"
"1358",3704,"High School"
"1359",33333,"Lt High School"
"1360",41667,"High School"
"1361",33333,"High School"
"1362",60185,"High School"
"1363",50926,"Lt High School"
"1364",60185,"Lt High School"
"1365",69444,"High School"
"1366",50926,"High School"
"1367",50926,"High School"
"1368",25926,"High School"
"1369",18519,"Graduate"
"1370",11111,"High School"
"1371",41667,"High School"
"1373",50926,"High School"
"1374",50926,"High School"
"1376",18519,"Graduate"
"1377",41667,"Bachelor"
"1378",50926,"High School"
"1384",41667,"High School"
"1387",33333,"High School"
"1388",101852,"Graduate"
"1389",25926,"High School"
"1390",41667,"High School"
"1391",50926,"High School"
"1392",50926,"High School"
"1393",25926,"Graduate"
"1394",41667,"Graduate"
"1395",41667,"Graduate"
"1396",33333,"High School"
"1397",50926,"Lt High School"
"1398",41667,"Lt High School"
"1399",25926,"High School"
"1400",3704,"Lt High School"
"1402",50926,"Lt High School"
"1403",25926,"High School"
"1404",60185,"High School"
"1405",33333,"Lt High School"
"1406",50926,"High School"
"1407",25926,"High School"
"1408",41667,"High School"
"1410",41667,"Lt High School"
"1411",50926,"High School"
"1412",11111,"Lt High School"
"1413",41667,"Lt High School"
"1414",50926,"High School"
"1415",50926,"Bachelor"
"1416",25926,"High School"
"1417",60185,"High School"
"1418",41667,"High School"
"1419",60185,"High School"
"1420",33333,"High School"
"1421",25926,"Lt High School"
"1423",18519,"High School"
"1424",50926,"Lt High School"
"1425",60185,"Lt High School"
"1426",18519,"Lt High School"
"1427",41667,"Lt High School"
"1430",11111,"High School"
"1431",25926,"High School"
"1432",60185,"High School"
"1434",3704,"Lt High School"
"1435",18519,"Lt High School"
"1436",25926,"High School"
"1437",11111,"High School"
"1438",69444,"Bachelor"
"1439",83333,"High School"
"1440",41667,"High School"
"1442",18519,"Lt High School"
"1443",50926,"Bachelor"
"1444",83333,"High School"
"1445",41667,"Lt High School"
"1446",3704,"Lt High School"
"1447",3704,"Lt High School"
"1448",50926,"Lt High School"
"1449",18519,"Lt High School"
"1450",33333,"Lt High School"
"1451",25926,"High School"
"1452",50926,"Lt High School"
"1453",33333,"Lt High School"
"1454",130356,"Graduate"
"1455",83333,"High School"
"1457",130356,"High School"
"1458",69444,"High School"
"1459",83333,"High School"
"1460",83333,"High School"
"1462",3704,"Lt High School"
"1463",50926,"High School"
"1465",11111,"Lt High School"
"1466",3704,"Lt High School"
"1467",11111,"Lt High School"
"1468",11111,"Lt High School"
"1469",3704,"Lt High School"
"1470",50926,"Lt High School"
"1472",60185,"High School"
"1476",60185,"High School"
"1477",101852,"Bachelor"
"1478",130356,"Graduate"
"1479",41667,"Bachelor"
"1480",60185,"High School"
"1481",50926,"High School"
"1482",60185,"High School"
"1483",33333,"Lt High School"
"1484",50926,"Lt High School"
"1486",83333,"High School"
"1487",50926,"High School"
"1488",69444,"High School"
"1489",41667,"High School"
"1490",60185,"Lt High School"
"1491",41667,"High School"
"1492",41667,"Lt High School"
"1494",50926,"Lt High School"
"1495",69444,"High School"
"1496",83333,"Lt High School"
"1497",41667,"High School"
"1498",33333,"High School"
"1499",11111,"Lt High School"
"1500",3704,"Lt High School"
"1501",50926,"Lt High School"
"1503",25926,"High School"
"1504",41667,"High School"
"1505",11111,"Lt High School"
"1506",50926,"Lt High School"
"1507",3704,"Lt High School"
"1508",3704,"High School"
"1510",60185,"Lt High School"
"1511",3704,"High School"
"1512",41667,"High School"
"1513",50926,"Lt High School"
"1514",41667,"High School"
"1515",25926,"High School"
"1517",41667,"High School"
"1518",50926,"High School"
"1521",101852,"Bachelor"
"1522",50926,"High School"
"1524",60185,"Graduate"
"1525",60185,"Bachelor"
"1526",130356,"Graduate"
"1527",33333,"Bachelor"
"1528",130356,"Graduate"
"1529",11111,"High School"
"1531",3704,"Lt High School"
"1532",60185,"High School"
"1533",83333,"High School"
"1534",25926,"High School"
"1535",101852,"High School"
"1536",50926,"Bachelor"
"1537",41667,"High School"
"1538",50926,"High School"
"1539",83333,"High School"
"1540",25926,"High School"
"1541",83333,"Graduate"
"1542",25926,"High School"
"1543",101852,"High School"
"1544",50926,"Bachelor"
"1545",83333,"Graduate"
"1546",3704,"High School"
"1547",50926,"High School"
"1549",60185,"Lt High School"
"1550",101852,"High School"
"1552",25926,"Lt High School"
"1553",18519,"Lt High School"
"1556",50926,"Bachelor"
"1557",60185,"High School"
"1558",60185,"High School"
"1559",101852,"High School"
"1560",83333,"Bachelor"
"1561",101852,"High School"
"1562",50926,"High School"
"1563",83333,"Lt High School"
"1564",41667,"Lt High School"
"1565",33333,"Lt High School"
"1566",50926,"High School"
"1567",25926,"Lt High School"
"1568",11111,"Lt High School"
"1569",11111,"High School"
"1570",33333,"High School"
"1571",18519,"Lt High School"
"1572",60185,"High School"
"1573",60185,"High School"
"1574",69444,"Lt High School"
"1575",11111,"High School"
"1576",83333,"High School"
"1579",25926,"Lt High School"
"1580",83333,"High School"
"1581",25926,"Lt High School"
"1582",50926,"Lt High School"
"1583",50926,"High School"
"1584",41667,"Lt High School"
"1585",83333,"High School"
"1586",41667,"Bachelor"
"1587",25926,"Lt High School"
"1588",11111,"Lt High School"
"1589",41667,"High School"
"1590",69444,"High School"
"1591",101852,"Graduate"
"1592",130356,"Graduate"
"1594",11111,"Lt High School"
"1595",130356,"Graduate"
"1596",69444,"Graduate"
"1598",60185,"Lt High School"
"1600",50926,"Lt High School"
"1603",11111,"High School"
"1606",25926,"High School"
"1607",18519,"Lt High School"
"1609",18519,"Lt High School"
"1612",25926,"High School"
"1613",41667,"Lt High School"
"1614",44643,"Lt High School"
"1615",26786,"Lt High School"
"1616",44643,"Lt High School"
"1617",44643,"High School"
"1618",44643,"Lt High School"
"1619",44643,"High School"
"1620",16071,"Lt High School"
"1621",26786,"Bachelor"
"1623",62500,"Bachelor"
"1624",19643,"Lt High School"
"1625",80357,"High School"
"1626",12500,"Lt High School"
"1627",62500,"High School"
"1628",44643,"High School"
"1629",19643,"High School"
"1630",62500,"High School"
"1631",16071,"Lt High School"
"1632",12500,"High School"
"1634",12500,"Bachelor"
"1635",1786,"Lt High School"
"1636",62500,"High School"
"1637",12500,"High School"
"1639",32143,"High School"
"1641",16071,"High School"
"1643",62500,"High School"
"1644",12500,"High School"
"1645",16071,"Lt High School"
"1646",32143,"Lt High School"
"1647",12500,"High School"
"1648",108150,"Bachelor"
"1649",108150,"Bachelor"
"1650",80357,"Bachelor"
"1651",108150,"High School"
"1652",108150,"Bachelor"
"1653",80357,"High School"
"1654",32143,"High School"
"1655",26786,"Lt High School"
"1657",44643,"High School"
"1658",32143,"Graduate"
"1659",26786,"High School"
"1660",44643,"Bachelor"
"1661",32143,"Bachelor"
"1662",16071,"Bachelor"
"1663",62500,"Lt High School"
"1664",62500,"High School"
"1665",44643,"Lt High School"
"1666",62500,"High School"
"1667",80357,"High School"
"1668",19643,"High School"
"1669",32143,"Junior College"
"1670",62500,"Graduate"
"1671",62500,"Graduate"
"1672",80357,"Lt High School"
"1673",44643,"High School"
"1674",32143,"High School"
"1675",44643,"High School"
"1676",44643,"High School"
"1677",44643,"High School"
"1679",12500,"Lt High School"
"1680",19643,"Lt High School"
"1681",26786,"High School"
"1682",44643,"High School"
"1683",23214,"Lt High School"
"1684",44643,"Bachelor"
"1685",19643,"Lt High School"
"1686",62500,"High School"
"1687",62500,"High School"
"1688",16071,"High School"
"1689",12500,"High School"
"1690",7143,"High School"
"1691",26786,"High School"
"1692",23214,"High School"
"1693",44643,"High School"
"1695",12500,"High School"
"1696",44643,"Junior College"
"1697",108150,"High School"
"1698",32143,"Lt High School"
"1699",23214,"Lt High School"
"1700",80357,"Lt High School"
"1701",12500,"Lt High School"
"1702",44643,"Bachelor"
"1703",7143,"High School"
"1704",44643,"High School"
"1705",44643,"Graduate"
"1706",62500,"Bachelor"
"1707",62500,"Graduate"
"1708",19643,"Lt High School"
"1709",26786,"High School"
"1710",44643,"High School"
"1711",16071,"Lt High School"
"1712",108150,"High School"
"1713",32143,"Lt High School"
"1714",12500,"Lt High School"
"1716",44643,"Bachelor"
"1717",32143,"High School"
"1718",19643,"High School"
"1719",23214,"High School"
"1720",80357,"Bachelor"
"1721",44643,"High School"
"1722",62500,"Junior College"
"1723",80357,"High School"
"1724",44643,"High School"
"1726",44643,"High School"
"1727",44643,"Lt High School"
"1728",62500,"High School"
"1729",108150,"Bachelor"
"1730",16071,"Lt High School"
"1731",62500,"High School"
"1732",26786,"High School"
"1733",62500,"High School"
"1734",80357,"Bachelor"
"1735",23214,"Graduate"
"1736",44643,"High School"
"1737",26786,"Lt High School"
"1738",44643,"High School"
"1739",44643,"High School"
"1740",44643,"High School"
"1741",44643,"High School"
"1742",62500,"High School"
"1743",16071,"Bachelor"
"1744",19643,"Graduate"
"1745",32143,"Lt High School"
"1746",23214,"Lt High School"
"1747",7143,"High School"
"1748",44643,"Junior College"
"1749",7143,"High School"
"1750",44643,"Lt High School"
"1751",26786,"High School"
"1752",44643,"Lt High School"
"1753",62500,"Bachelor"
"1754",80357,"High School"
"1755",62500,"High School"
"1756",32143,"High School"
"1757",32143,"Lt High School"
"1758",1786,"Lt High School"
"1759",32143,"High School"
"1760",62500,"High School"
"1761",62500,"High School"
"1762",80357,"High School"
"1763",62500,"Lt High School"
"1764",62500,"Bachelor"
"1765",62500,"High School"
"1766",44643,"High School"
"1767",44643,"High School"
"1768",26786,"Bachelor"
"1769",44643,"High School"
"1770",12500,"Lt High School"
"1771",19643,"Lt High School"
"1772",7143,"High School"
"1773",32143,"Lt High School"
"1775",44643,"Graduate"
"1776",62500,"Bachelor"
"1777",44643,"High School"
"1778",44643,"Lt High School"
"1779",23214,"High School"
"1780",7143,"Lt High School"
"1781",19643,"High School"
"1782",44643,"High School"
"1783",62500,"High School"
"1784",80357,"High School"
"1785",16071,"Lt High School"
"1786",32143,"High School"
"1787",16071,"Lt High School"
"1789",23214,"High School"
"1790",44643,"High School"
"1791",62500,"Lt High School"
"1792",32143,"Lt High School"
"1793",7143,"Lt High School"
"1794",7143,"Lt High School"
"1795",32143,"High School"
"1796",44643,"High School"
"1797",7143,"Lt High School"
"1800",44643,"High School"
"1803",80357,"High School"
"1804",44643,"High School"
"1805",62500,"High School"
"1806",80357,"Bachelor"
"1808",16071,"High School"
"1809",80357,"Bachelor"
"1810",62500,"High School"
"1811",44643,"High School"
"1812",19643,"Lt High School"
"1815",12500,"Lt High School"
"1816",32143,"High School"
"1817",44643,"High School"
"1818",80357,"Bachelor"
"1819",80357,"High School"
"1820",44643,"Lt High School"
"1822",108150,"High School"
"1823",80357,"High School"
"1825",108150,"High School"
"1826",44643,"High School"
"1827",108150,"High School"
"1828",12500,"Lt High School"
"1829",12500,"Lt High School"
"1830",12500,"Lt High School"
"1831",16071,"High School"
"1832",1786,"Lt High School"
"1833",62500,"High School"
"1834",32143,"High School"
"1835",32143,"Lt High School"
"1837",62500,"Lt High School"
"1838",19643,"High School"
"1839",23214,"High School"
"1840",62500,"High School"
"1841",19643,"Lt High School"
"1842",32143,"High School"
"1843",44643,"High School"
"1844",44643,"High School"
"1845",62500,"High School"
"1846",62500,"High School"
"1847",26786,"High School"
"1848",7143,"High School"
"1849",62500,"High School"
"1850",19643,"High School"
"1851",44643,"High School"
"1852",80357,"Bachelor"
"1853",44643,"High School"
"1855",62500,"High School"
"1856",80357,"High School"
"1857",44643,"High School"
"1859",80357,"High School"
"1860",44643,"High School"
"1861",7143,"Lt High School"
"1863",62500,"High School"
"1864",44643,"High School"
"1865",44643,"High School"
"1866",44643,"High School"
"1867",32143,"High School"
"1868",32143,"Lt High School"
"1869",32143,"Bachelor"
"1870",23214,"Lt High School"
"1871",12500,"Lt High School"
"1872",108150,"High School"
"1873",44643,"Lt High School"
"1874",44643,"High School"
"1875",12500,"Lt High School"
"1876",80357,"High School"
"1877",80357,"Bachelor"
"1878",80357,"High School"
"1879",62500,"Junior College"
"1880",44643,"High School"
"1881",44643,"High School"
"1882",44643,"High School"
"1883",32143,"High School"
"1884",44643,"Lt High School"
"1885",44643,"High School"
"1886",26786,"High School"
"1887",62500,"High School"
"1888",26786,"Lt High School"
